Circulation by Material Language,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FV,Fairview,DL,"257,864","21,192","286,397","565,453","10,867",328,"2,854","14,049","11,527","47,709","59,236","638,738","262,335","20,665","311,501","594,501","13,484",352,"3,153","16,989","13,166","59,268","72,434","683,924",261875,21730,331982,615587,14379,314,3686,18379,13524,80936,94460,728426,268425,21384,344451,634260,11577,258,3590,15425,14547,87682,102229,751914,279996,19685,375884,675565,10342,280,3710,14332,16995,98933,115928,805825,239453,20985,308646,569084,9089,233,3045,12367,16410,99914,116324,697775,62838,4904,84946,152688,1372,56,1073,2501,4564,26399,30963,186152,269648,27197,409621,706466,8975,372,4487,13834,22206,148253,170459,890759
FP,Flemingdon Park,NL,"43,690","3,817","43,702","91,208",846,16,462,"1,325",996,"4,846","5,842","98,375","46,930","4,004","44,758","95,692","1,202",3,689,"1,894",576,"5,574","6,150","103,736",50438,4262,50479,105179,1160,5,651,1816,573,7176,7749,114744,61747,5312,59863,126922,1039,15,664,1718,1083,10463,11546,140186,65005,5645,62776,133426,993,27,637,1657,1104,12641,13745,148828,66941,5772,65262,137975,803,11,482,1296,1388,13071,14459,153730,75845,7493,68631,151969,1045,9,674,1728,2235,17623,19858,173555,76673,9894,75200,161767,1114,12,578,1704,1986,22569,24555,188026
FH,Forest Hill,NL,"53,580","4,621","111,079","169,280",583,9,602,"1,194",570,"1,256","1,826","172,300","52,135","3,820","122,154","178,109",572,2,696,"1,270",356,"1,390","1,746","181,125",50280,3847,132013,186140,422,2,701,1125,431,1691,2122,189387,53199,4340,138795,196334,505,13,867,1385,610,1681,2291,200010,50689,4533,139740,194962,488,15,748,1251,483,1784,2267,198480,52670,4535,144741,201946,265,6,730,1001,498,1828,2326,205273,54094,4547,153591,212232,486,8,736,1230,450,2059,2509,215971,55044,4677,162739,222460,452,9,643,1104,749,2830,3579,227143
FO,Fort York,NL,"64,421","4,015","155,961","224,398","1,729",16,940,"2,684",908,"2,908","3,816","230,898","61,951","3,740","154,250","219,941","1,899",3,925,"2,827","1,003","3,682","4,685","227,453",58957,3429,152408,214794,1480,7,844,2331,1162,3126,4288,221413,62571,3356,151033,216960,1335,18,628,1981,759,2308,3067,222008,65539,2946,147402,215887,728,7,579,1314,617,1613,2230,219431,40177,2251,88273,130701,270,2,326,598,151,739,890,132189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GE,Gerrard Ashdale,NL,"59,749","4,900","94,046","158,695","1,635",14,402,"2,051",417,"6,320","6,737","167,483","60,052","4,937","95,921","160,910","1,522",11,421,"1,954",527,"8,419","8,946","171,810",59869,5864,99356,165089,1874,18,385,2277,432,9773,10205,177571,59698,5089,109034,173821,1983,20,367,2370,520,11163,11683,187874,58923,4997,102348,166268,1340,25,351,1716,539,15447,15986,183970,54837,5468,102253,162558,1590,17,401,2008,590,16947,17537,182103,58140,5304,107250,170694,1385,3,183,1571,744,21074,21818,194083,59379,6068,107102,172549,1204,1,226,1431,1113,28039,29152,203132
GHP,Goldhawk Park,NL,"66,287","7,122","76,781","150,190","1,109",,310,"1,419","3,136","39,844","42,980","194,589","66,180","6,809","78,885","151,874","1,382",3,314,"1,699","3,422","45,875","49,297","202,870",76358,7393,84620,168371,1686,3,356,2045,5010,51426,56436,226852,80537,8192,90103,178832,1438,0,446,1884,6042,62354,68396,249112,88727,9236,90772,188735,1524,1,243,1768,7569,66679,74248,264751,94232,11854,96030,202116,1619,8,253,1880,9046,73259,82305,286301,99501,12295,106871,218667,2001,2,162,2165,8856,79937,88793,309625,100247,14514,113737,228498,1562,1,220,1783,9667,94056,103723,334004
GW,Guildwood,NL,"15,701",994,"29,907","46,602",250,3,214,467,39,183,222,"47,291","27,348","1,991","65,952","95,291",561,24,615,"1,200",106,668,774,"97,265",32774,1702,77917,112393,730,10,726,1466,23,744,767,114626,31726,1883,83244,116853,595,1,869,1465,75,681,756,119074,30372,1864,87308,119544,444,8,685,1137,50,688,738,121419,32689,2195,87547,122431,503,14,542,1059,52,1185,1237,124727,35086,2842,94309,132237,560,3,633,1196,18,1286,1304,134737,38914,3949,103514,146377,431,4,464,899,47,1229,1276,148552
HP,High Park,NL,"94,030","7,032","222,967","324,022","3,856",41,"2,388","6,292",738,"7,717","8,455","338,769","84,596","6,129","195,692","286,417","4,059",23,"2,429","6,511",398,"8,918","9,316","302,244",85750,5475,208305,299530,4554,28,1913,6495,648,10905,11553,317578,89317,6159,217059,312535,4436,39,2003,6478,723,12395,13118,332131,86503,4838,217914,309255,3213,24,1210,4447,747,13520,14267,327969,88483,5644,219698,313825,2672,17,1049,3738,770,16221,16991,334554,93462,5613,228560,327635,1965,13,859,2837,690,15983,16673,347145,80661,5287,200686,286634,2032,15,932,2979,721,18653,19374,308987
HC,Highland Creek,NL,"46,835","4,469","79,179","130,495",172,13,143,316,296,"4,418","4,714","135,525","49,865","4,554","84,941","139,360",245,4,315,564,539,"4,897","5,436","145,360",49299,4663,94026,147988,300,8,232,540,893,6314,7207,155735,49620,5230,102809,157659,289,7,355,651,286,6457,6743,165053,54405,4806,112254,171465,172,1,172,345,352,6982,7334,179144,62728,5241,117072,185041,208,3,117,328,235,6453,6688,192057,66983,5097,124048,196128,346,23,266,635,479,7006,7485,204248,71499,6028,130754,208281,198,7,128,333,515,9387,9902,218516
HIL,Hillcrest,NL,"99,559","8,613","150,228","258,395","3,682",8,842,"4,537","2,491","16,299","18,790","281,722","102,219","8,456","160,668","271,343","3,220",21,"1,086","4,327","3,163","19,582","22,745","298,415",104261,7837,165737,277835,2962,5,1015,3982,2664,24937,27601,309418,106956,7703,171171,285830,2235,30,760,3025,3061,25046,28107,316962,112924,8085,186785,307794,1819,24,885,2728,3170,26766,29936,340458,119209,9609,194083,322901,1847,29,983,2859,4225,33562,37787,363547,152768,13379,252018,418165,1667,85,1019,2771,5474,41709,47183,468119,107496,12175,199819,319490,1390,30,940,2360,4176,34939,39115,360965
HB,Humber Bay,NL,"37,914","2,752","113,634","154,300",606,29,"1,244","1,879",460,"4,222","4,682","160,861","39,261","2,487","109,686","151,434",566,33,"1,247","1,846",602,"2,929","3,531","156,811",41294,1868,117692,160854,1031,5,1293,2329,454,3704,4158,167341,40491,2368,124903,167762,829,34,1007,1870,408,4112,4520,174152,38686,2444,123829,164959,676,13,1039,1728,588,4951,5539,172226,39200,2928,132745,174873,698,12,1006,1716,441,4194,4635,181224,39905,3632,135969,179506,912,58,963,1933,376,4030,4406,185845,45195,4015,137250,186460,760,10,752,1522,533,3911,4444,192426
HS,Humber Summit,NL,"15,513","1,103","28,656","45,272",10,2,76,88,66,"6,421","6,487","51,847","15,974","1,129","28,937","46,040",56,,40,96,83,"7,682","7,765","53,901",10065,604,20313,30944,14,0,38,90,41,5045,5086,36120,20253,1649,37991,59893,56,0,63,119,96,9737,9833,69845,20405,2366,38557,61328,45,0,15,60,133,12295,12428,73816,25987,2088,39135,67210,48,0,32,80,167,11002,11169,78459,32516,2327,43756,78599,48,4,27,79,285,10490,10775,89453,34475,2474,49937,86886,21,0,33,54,294,9965,10259,97199
HW,Humberwood,NL,"25,412","1,496","21,410","48,318",99,1,102,202,59,"2,386","2,445","50,965","26,361","1,343","24,428","52,132",212,,119,331,62,"3,040","3,102","55,565",32098,1598,25499,59227,251,3,178,400,107,3255,3362,62989,37805,1803,26423,66031,323,14,77,414,166,4735,4901,71346,43737,2785,29802,76324,315,4,135,454,208,5699,5907,82685,44260,3640,35063,82963,241,7,53,301,505,6838,7343,90607,50746,4417,39193,94356,474,1,88,563,328,6078,6406,101325,50510,5232,42893,98635,480,5,137,622,314,7254,7568,106825
JD,Jane Dundas,NL,"82,071","6,375","168,584","257,030","2,390",10,"1,286","3,686",432,"5,889","6,321","267,037","83,102","6,803","168,559","258,464","2,932",33,"1,424","4,389",645,"6,144","6,789","269,642",90960,7008,183278,281246,3847,26,1881,5754,445,8024,8469,295469,85538,6428,173281,265247,4591,9,1746,6346,755,6413,7168,278761,78875,6757,173836,259468,3222,13,1508,4743,733,9133,9866,274077,80118,8030,181017,269165,2474,7,1491,3972,749,11324,12073,285210,87626,7916,176423,271965,3045,13,1363,4421,889,12925,13814,290200,91998,9321,177830,279149,3505,10,1320,4835,1064,15228,16292,300276
JS,Jane Sheppard,NL,"31,151","3,425","48,659","83,235",487,3,96,586,430,"9,601","10,031","93,852","26,628","2,814","41,636","71,078",514,6,99,619,267,"9,790","10,057","81,754",27577,3311,42506,73394,601,2,66,669,238,10725,10963,85026,35051,3936,52388,91375,633,0,96,729,443,12125,12568,104672,38413,5376,59016,102805,457,0,210,667,420,16496,16916,120388,43479,5969,61915,111363,413,2,34,449,539,16389,16928,128740,47261,6588,67910,121759,198,8,64,270,1156,16817,17973,140002,47962,6610,68349,122921,230,1,70,301,1429,16615,18044,141266
JO,Jones,NL,"46,681","4,543","93,069","144,293","1,099",3,318,"1,420",330,"8,723","9,053","154,766","48,716","4,815","93,748","147,279","1,241",20,363,"1,624",424,"11,144","11,568","160,471",49644,4654,99212,153510,971,5,291,1267,331,12628,12959,167736,49649,4231,110436,164316,778,31,436,1245,598,15192,15790,181351,46309,3462,107634,157405,627,3,487,1117,1044,17794,18838,177360,44689,4626,109333,158648,338,2,278,618,1249,18293,19542,178808,44460,6638,108523,159621,214,3,288,505,1225,24491,25716,185842,40898,6202,105860,152960,270,0,172,442,2501,25876,28377,181779
KE,Kennedy Eglinton,NL,"52,241","3,013","60,613","115,867",957,1,224,"1,182",405,"5,045","5,450","122,499","51,784","3,283","66,816","121,883",795,3,540,"1,338",488,"6,707","7,195","130,416",62555,4620,76189,143364,1016,12,392,1420,749,9540,10289,155073,69868,5684,83626,159178,975,4,343,1322,917,11007,11924,172424,78738,6214,86811,171763,1245,5,232,1482,805,13951,14756,188001,77664,5835,92771,176270,763,8,235,1006,1006,16009,17015,194291,80542,7286,106701,194529,678,5,345,1028,1786,16680,18466,214023,79147,8700,114553,202400,859,5,289,1153,1799,17663,19462,223015
LE,Leaside,NL,"103,843","5,380","215,218","324,441","3,738",19,"1,296","5,053",219,"1,211","1,430","330,924","108,336","5,869","223,231","337,436","4,094",12,"1,369","5,475",265,"1,750","2,015","344,926",103133,4596,233837,341566,3447,20,1625,5092,122,1792,1914,348572,105374,5388,249284,360046,3323,14,1382,4719,195,1763,1958,366723,104791,6044,246993,357828,4122,36,1443,5601,205,1875,2080,365509,107100,5964,241875,354937,4308,19,1058,5387,129,2366,2495,362819,105974,6396,245703,358073,4271,26,973,5270,250,1376,1626,364969,104757,7382,244401,356540,4452,31,1015,5498,191,1407,1598,363636
LHS,Lillian H. Smith,DL,"68,815","6,301","173,035","248,151","2,738",37,"1,100","3,875","2,984","18,318","21,302","273,328","78,350","7,142","202,269","287,761","2,456",36,"1,184","3,676","4,223","26,564","30,787","322,224",86636,8919,212901,308456,2641,14,1072,3727,5525,34839,40364,352547,89324,9033,234898,333255,2241,29,1182,3452,7461,42883,50344,387051,84020,8377,241334,333731,2156,6,975,3137,5080,50947,56027,392895,89914,10106,254180,354200,2683,17,984,3684,6165,67129,73294,431178,92797,10896,296959,400652,2521,15,1653,4189,6942,83525,90467,495308,94633,11508,286917,393058,2583,4,1331,3918,7491,95348,102839,499815
LO,Locke,NL,"111,630","8,784","208,508","328,922","2,383",11,"1,077","3,471","1,050","2,318","3,368","335,761","108,398","8,507","226,056","342,961","2,361",26,"1,132","3,519",764,"2,116","2,880","349,360",110141,7739,228018,345898,2496,20,1145,3661,407,2182,2589,352148,99546,7017,227246,333809,2225,29,1043,3297,431,1719,2150,339256,95385,6211,229125,330721,2580,67,1218,3865,392,1701,2093,336679,98867,7010,234642,340519,2632,41,1331,4004,468,2450,2918,347441,103222,7860,237514,348596,2646,54,1036,3736,654,3476,4130,356462,99066,8216,237508,344790,2502,80,1236,3818,323,2976,3299,351907
LB,Long Branch,NL,"38,012","1,220","82,903","122,135",441,2,152,595,"1,962","3,851","5,813","128,543","37,830","1,261","85,007","124,098",208,7,239,454,"1,647","4,160","5,807","130,359",35030,1257,85595,121882,325,0,366,691,1279,4686,5965,128538,37038,1735,97876,136649,345,3,400,748,1361,4546,5907,143304,38446,1757,96807,137010,314,5,303,622,1222,3988,5210,142842,39121,2075,91906,133104,475,4,148,625,1053,3780,4833,138562,37835,1998,91715,131548,444,0,195,639,559,3011,3570,135757,39664,2630,96464,138758,283,0,108,391,414,2552,2966,142115
MA,Main Street,NL,"74,070","5,424","166,227","245,721","4,260",4,"1,036","5,300",245,"1,279","1,524","252,545","73,843","4,816","157,796","236,455","3,797",6,944,"4,747",198,"1,578","1,776","242,978",67446,4674,170250,242370,2536,15,1598,4149,307,1704,2011,248530,68986,5056,182139,256181,3322,19,2156,5497,138,1524,1662,263340,68422,5583,175668,249673,3057,20,1979,5056,191,1452,1643,256372,70881,5617,169369,245867,3294,23,1910,5227,197,1706,1903,252997,69364,6065,171015,246444,4251,31,1836,6118,263,1900,2163,254725,78400,6925,183596,268921,4480,5,1940,6425,286,2477,2763,278109
MAL,Malvern,DL,"128,690","10,269","122,391","261,350","2,068",4,794,"2,866","2,328","25,076","27,404","291,620","127,687","11,238","137,980","276,905","2,316",13,"1,390","3,719","2,006","29,705","31,711","312,335",138859,11233,143919,294011,2623,23,1049,3695,2090,34273,36363,334069,151793,13413,161832,327038,2549,22,1254,3825,2922,40892,43814,374677,160336,14598,170609,345543,2602,12,1255,3869,3131,51590,54721,404133,175980,16274,182266,374520,2948,26,1169,4143,3471,60627,64098,442761,193081,17672,209571,420324,4392,35,1220,5647,4351,77314,81665,507636,196580,21613,214035,432228,3616,28,1206,4850,5378,91938,97316,534394
MAS,Maria A. Shchuka,DL,"56,629","4,926","107,075","168,630","2,372",10,792,"3,174",888,"5,706","6,594","178,398","65,540","6,042","118,242","189,824","2,316",31,629,"2,976","1,491","7,554","9,045","201,845",70743,6973,120499,198215,1601,37,579,2217,1255,9501,10756,211188,77026,7262,132050,216338,1986,12,862,2860,1168,10188,11356,230554,80129,8178,143326,231633,1618,21,851,2490,1556,12715,14271,248394,73081,7075,134543,214699,1365,12,925,2302,1212,14648,15860,232861,76723,8433,142861,228017,1529,37,1250,2816,1429,17099,18528,249361,86305,10732,159934,256971,1599,16,1279,2894,1805,23206,25011,284876
MRV,Maryvale,NL,"42,555","3,907","92,369","138,831","1,263",27,722,"2,012",551,"7,200","7,751","148,594","45,358","4,129","101,180","150,667","1,169",28,795,"1,992",663,"9,332","9,995","162,654",48805,5050,118493,172348,1385,34,782,2201,1220,11972,13192,187741,59776,4707,125286,189769,1487,50,731,2268,1031,14823,15854,207891,68845,5482,128000,202327,1444,39,723,2206,1210,18782,19992,224525,65364,4872,147901,218137,1282,53,623,1958,1222,18600,19822,239917,70292,5158,158973,234423,1213,11,620,1844,1387,20942,22329,258596,72526,6131,159827,238484,1641,23,618,2282,1890,23846,25736,266502
MCG,McGregor Park,NL,"65,190","5,052","73,447","143,689","1,544",17,382,"1,943",821,"5,682","6,503","152,135","67,294","5,339","75,380","148,013","1,488",6,290,"1,784",771,"8,136","8,907","158,704",74532,5914,82780,163226,1911,20,265,2196,801,10642,11443,176865,83370,5900,92332,181602,1915,20,259,2194,928,11802,12730,196526,92826,6088,101681,200595,1798,12,264,2074,1159,13810,14969,217638,96458,6436,111797,214691,1752,16,291,2059,1338,16466,17804,234554,102438,8907,122848,234193,1738,25,392,2155,1954,17721,19675,256023,103987,8546,131359,243892,1600,21,264,1885,2228,21710,23938,269715
MI,Mimico Centennial,NL,"52,903","2,776","104,460","160,139","2,701",26,505,"3,232",329,"3,653","3,982","167,353","54,644","2,864","107,408","164,916","2,650",17,583,"3,250",740,"4,020","4,760","172,926",55417,2988,112521,170926,1905,11,1084,3000,989,4051,5040,178966,54100,3246,121422,178768,1671,4,766,2441,908,5353,6261,187470,53342,3060,120818,177220,1571,3,486,2060,571,5570,6141,185421,55464,3907,101199,160570,2017,7,429,2453,623,5781,6404,169427,58418,4551,115576,178545,2073,5,487,2565,562,6395,6957,188067,66623,4975,132256,203854,2430,1,508,2939,680,9448,10128,216921
MS,Morningside,NL,"47,916","4,635","98,362","150,913","2,116",1,292,"2,409",57,"3,187","3,244","156,566","49,289","4,415","92,792","146,496","2,115",3,292,"2,410",49,"3,722","3,771","152,677",51702,4109,98971,154782,1152,3,149,1304,226,4818,5044,161130,58379,4600,107873,170852,962,18,127,1107,262,4997,5259,177218,56853,4967,113685,175505,1212,0,159,1371,213,6596,6809,183685,59041,5763,115370,180174,880,11,202,1093,163,8225,8388,189655,71503,6293,128172,205968,963,7,196,1166,243,9167,9410,216544,73867,7126,124546,205539,865,12,290,1167,316,10472,10788,217494
MD,Mount Dennis,NL,"28,963","2,697","54,184","85,844",959,3,112,"1,074",364,"1,988","2,352","89,270","34,591","3,944","62,510","101,045",841,1,93,935,668,"2,106","2,774","104,754",32990,3703,66230,102923,936,6,177,1119,522,4045,4567,108609,35240,4043,63311,102594,415,2,139,556,573,2672,3245,106395,34511,4922,68508,107941,356,2,147,505,429,2989,3418,111864,37402,5195,67731,110328,361,0,105,466,543,3465,4008,114802,37171,3800,59673,100644,390,6,36,432,347,3706,4053,105129,2587,509,5456,8552,91,2,24,117,32,479,511,9180
MP,Mount Pleasant,NL,"43,716","2,300","106,454","152,470","1,254",23,697,"1,974",190,978,"1,168","155,612","44,860","2,098","104,013","150,971","1,041",3,772,"1,816",163,822,985,"153,772",44402,2042,106576,153020,573,19,681,1273,78,983,1061,155354,42246,1962,115033,159241,421,5,469,895,217,1053,1270,161406,37004,2131,110968,150103,432,3,415,850,172,1351,1523,152476,36453,2127,111428,150008,373,2,257,632,226,1451,1677,152317,38900,2356,116004,157260,352,3,326,681,171,1362,1533,159474,39752,2432,118998,161182,600,27,339,966,64,1466,1530,163678
NT,New Toronto,NL,"41,001","3,112","73,858","117,971","1,543",3,189,"1,735",266,"2,545","2,811","122,517","40,892","3,518","79,675","124,085","1,017",2,136,"1,155",185,"3,121","3,306","128,546",38270,3301,78964,120535,986,26,174,1186,183,3479,3662,125383,38942,2933,84997,126872,792,4,312,1108,108,3699,3807,131787,35459,3167,85856,124482,504,13,271,788,261,4387,4648,129918,39130,2850,79507,121487,618,1,258,877,294,4885,5179,127543,42536,3356,83847,129739,676,2,377,1055,288,5659,5947,136741,43275,4252,90547,138074,549,5,732,1286,220,6570,6790,146150
ND,Northern District,DL,"97,483","7,414","297,577","402,474","4,157",140,"4,895","9,192","1,607","6,954","8,561","420,227","99,484","6,691","306,905","413,080","4,387",161,"5,039","9,587","1,432","8,218","9,650","432,317",99111,7600,328514,435225,4592,128,5085,9805,1784,10113,11897,456927,95144,7703,335427,438274,3856,116,4166,8138,1792,10214,12006,458418,81181,7783,342311,431275,4594,113,4081,8788,1669,11851,13520,453583,79480,8363,355124,442967,4408,100,4343,8851,1415,11220,12635,464453,84899,8257,376592,469748,4733,122,4479,9334,1912,11893,13805,492887,89463,8185,367705,465353,5328,155,5355,10838,2051,11752,13803,489994
NE,Northern Elms,NL,"16,517","1,827","43,105","61,449",72,2,105,179,46,"1,253","1,299","62,927","17,882","1,604","45,829","65,315",129,,117,246,67,"1,301","1,368","66,929",21159,2339,51890,75388,149,0,105,254,72,1148,1220,76862,25276,2075,51441,78792,64,0,72,136,89,1520,1609,80537,24761,2540,54679,81980,52,9,99,160,97,1604,1701,83841,27981,3012,57077,88070,92,4,150,246,125,1376,1501,89817,30294,3380,59918,93592,58,4,35,97,192,1562,1754,95443,28406,3856,56427,88689,78,8,110,196,95,1385,1480,90365
OV,Oakwood Village Library and Arts Centre,NL,"60,734","2,442","73,571","136,967","1,659",8,819,"2,266",401,"2,492","2,893","142,126","54,727","2,378","69,508","126,613","1,719",5,676,"2,400",424,"3,651","4,075","133,088",48247,2431,61479,112157,1278,0,458,1736,187,3497,3684,117577,49602,2401,66581,118584,1228,1,543,1772,196,3416,3612,123968,47784,2982,76394,127160,832,5,592,1429,171,3959,4130,132719,47533,2720,75346,125599,786,15,381,1182,399,4871,5270,132051,46589,3085,76895,126569,734,4,423,1161,265,5013,5278,133008,43869,3821,74527,122217,569,9,401,979,333,4756,5089,128285
PM,Palmerston,NL,"51,562","6,099","128,982","186,581","2,617",39,775,"3,493",509,"4,250","4,759","194,833","47,901","3,605","129,120","180,626","2,875",28,880,"3,783",547,"4,726","5,273","189,682",48545,3690,131696,183931,2724,1,901,3626,474,6121,6595,194152,54820,4426,146268,205514,2839,37,1314,4190,644,7748,8392,218096,53075,4583,144718,202376,2543,11,1074,3628,942,8508,9450,215454,53586,4466,146887,204939,2434,14,595,3043,1360,9035,10395,218377,53619,4388,150178,208185,2567,19,599,3185,1147,10153,11300,222670,53579,4877,146830,205286,2493,8,701,3202,1047,11073,12120,220608
PA,Pape Danforth,DL,"96,770","8,535","241,023","346,089","4,051",127,"2,225","6,642",832,"6,013","6,845","359,576","97,268","8,214","252,901","358,383","4,475",92,"2,732","7,299",871,"8,173","9,044","374,726",99240,8882,260439,368561,4754,140,2792,7686,958,9760,10718,386965,111779,8861,278288,398928,5559,128,2721,8408,1589,10503,12092,419428,110722,9013,285180,404915,4641,55,1868,6564,1518,12826,14344,425823,107396,8391,283642,399429,5142,96,2263,7501,1699,15796,17495,424425,112526,9525,286958,409009,4170,109,2256,6535,1679,20638,22317,437861,120075,9948,275433,405456,3611,59,2616,6286,1893,22983,24876,436618
PK,Parkdale,NL,"51,805","5,376","140,384","197,570","1,606",6,677,"2,284",388,"4,577","4,965","204,819","73,932","9,354","227,176","310,462","1,926",18,"1,883","3,827",871,"9,070","9,941","324,230",73911,9265,258670,341846,2021,19,2237,4277,689,10889,11578,357701,79952,9610,273032,362594,2139,41,2296,4476,935,14055,14990,382060,84796,10611,266975,362382,2794,16,1637,4447,994,17476,18470,385299,88439,9147,250117,347703,2683,7,1356,4046,942,19851,20793,372542,91454,10596,241600,343650,2399,8,1332,3739,1087,22936,24023,371412,92479,11513,235595,339587,2750,8,1725,4483,1352,30499,31851,375921
