Circulation by Material Language,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL,Parliament Street,NL,"20,077","1,974","72,138","94,164",664,11,831,"1,531",221,"5,548","5,769","101,464","32,635","4,254","139,248","176,137","1,225",76,"1,866","3,167",562,"11,327","11,889","191,193",36550,3626,144022,184198,1775,142,2006,3923,851,14733,15584,203705,39929,4660,159003,203592,1625,140,1969,3734,1311,17850,19161,226487,42076,4973,168089,215138,1660,74,1715,3449,1327,20161,21488,240075,44397,6061,159258,209716,1626,49,1823,3498,2053,23716,25769,238983,50912,8071,162632,221615,2113,54,2358,4525,1967,28932,30899,257039,56305,8185,159163,223653,2746,35,2089,4870,1975,31478,33453,261976
PE,Perth Dupont,NL,"35,935","2,598","55,495","94,094","1,554",8,284,"1,780",161,"1,507","1,668","97,542","36,236","2,045","53,718","91,999",969,12,310,"1,291",148,"1,330","1,478","94,768",32838,1721,55197,89756,933,7,322,1262,114,1487,1601,92619,31114,1769,58183,91066,935,11,209,1155,135,1679,1814,94035,29354,1892,57543,88789,833,2,259,1094,80,1418,1498,91381,32353,3122,53940,89415,293,0,181,474,80,1186,1266,91155,31939,2490,51574,86003,174,0,131,305,149,1107,1256,87564,29770,2731,51134,83635,186,4,163,353,206,1894,2100,86088
PV,Pleasant View,NL,"72,141","5,743","76,522","154,406","3,641",34,611,"4,286","2,073","8,109","10,182","168,874","67,269","4,806","70,984","143,059","2,304",12,805,"3,121","2,596","8,320","10,916","157,096",82653,5104,85667,173424,2662,25,1129,3816,2861,10352,13213,190453,88542,5210,99354,193106,2311,15,972,3298,2670,10783,13453,209857,80016,5964,102555,188535,2459,5,829,3293,3185,16829,20014,211842,91280,7020,113820,212120,1750,16,895,2661,3832,20139,23971,238752,148185,10409,172508,331102,2058,10,1526,3594,5891,23805,29696,364392,100402,8763,120626,229791,1329,9,874,2212,5609,19250,24859,256862
PU,Port Union,NL,"69,988","4,147","122,663","196,798","1,215",16,379,"1,610",269,"1,354","1,623","200,031","66,225","4,158","128,120","198,503","1,108",7,620,"1,735",117,"1,686","1,803","202,041",68242,4611,126240,199093,1286,2,469,1757,68,2308,2376,203226,68786,5006,142621,216413,1837,8,505,2350,145,3143,3288,222051,69888,4594,147173,221655,864,2,654,1520,71,4078,4149,227324,70371,4937,150715,226023,754,4,324,1082,103,3832,3935,231040,77415,5244,162377,245036,910,6,242,1158,211,3613,3824,250018,78757,5929,164708,249394,867,20,386,1273,237,3902,4139,254806
QS,Queen Saulter,NL,"33,021","2,936","65,374","101,331","1,359",8,363,"1,730",142,733,875,"103,936","35,119","3,247","70,357","108,723",994,2,289,"1,285",183,915,"1,098","111,106",33011,2555,75493,111059,709,0,347,1056,34,1120,1154,113269,32590,2586,83334,118510,900,1,407,1308,86,1592,1678,121496,31908,2493,84831,119232,1210,8,407,1625,125,1212,1337,122194,31642,2001,79683,113326,497,15,372,884,99,1544,1643,115853,29123,2258,80385,111766,176,1,306,483,135,1895,2030,114279,25920,2674,77827,106421,142,12,221,375,81,2116,2197,108993
RX,Rexdale,NL,"19,939","2,035","45,073","67,047",422,6,217,645,147,"1,449","1,596","69,288","17,897","2,347","43,665","63,909",234,8,317,559,61,"1,885","1,946","66,414",22303,2509,51096,75908,404,4,217,625,93,2484,2577,79110,22275,2247,49208,74039,419,1,142,562,382,2206,2279,76880,25436,3729,49924,79089,182,12,99,293,64,3114,3178,82560,25780,3101,47098,75979,184,0,123,307,134,4226,4360,80646,29789,3881,53690,87360,166,8,174,348,71,4611,4682,92390,31317,4853,55553,91723,154,3,95,252,162,5044,5206,97181
RI,Richview,DL,"159,909","10,637","358,808","529,354","3,708",89,"2,961","6,758","3,164","17,145","20,309","556,421","151,909","11,274","349,461","512,644","3,786",123,"2,708","6,617","3,297","18,160","21,457","540,718",150563,12464,344938,507965,5063,131,2709,7903,2763,20856,23619,539487,170536,13768,414926,599230,6199,145,2879,9223,2542,24618,27160,635613,156640,14903,416531,588074,3908,229,2487,6624,1940,26440,28380,623078,125823,15491,424884,566198,1296,224,2843,4363,402,28206,28608,599169,132756,17314,476521,626591,5260,228,3264,8752,2157,32246,34403,669746,220534,20091,498559,739184,8416,197,3459,12072,3415,37003,40418,791674
RD,Riverdale,NL,"59,592","7,975","129,327","196,894","2,208",11,804,"3,023","1,360","24,427","25,787","225,704","51,939","5,899","128,503","186,341","2,420",20,980,"3,420","1,383","32,328","33,711","223,472",54693,6020,131929,192642,1919,8,1178,3105,1652,41379,43031,238778,56055,6548,141430,204033,1812,28,928,2768,2817,55455,58272,265073,51814,6799,145530,204143,2149,14,783,2946,2805,71454,74259,281348,47187,8258,155013,210458,2168,62,777,3007,3406,89310,92716,306181,53029,9329,145116,207474,2330,24,422,2776,4761,89078,93839,304089,55046,9502,150580,215128,2521,8,596,3125,5872,114050,119922,338175
RN,Runnymede,NL,"108,664","7,208","288,950","404,822","5,590",17,"3,752","9,359","1,311","10,862","12,173","426,354","105,227","7,237","287,071","399,535","5,298",27,"4,195","9,520","1,450","10,668","12,118","421,173",67987,4936,190400,263323,4378,21,2696,7095,1111,9519,10630,281048,100091,8430,325920,434441,7023,42,4897,11962,2402,16706,19108,465511,98114,6926,327958,432998,6032,33,4729,10794,1967,16510,18477,462269,92093,5891,320983,418967,5530,22,4335,9887,1904,17890,19794,448648,87613,6428,332682,426723,5848,17,4888,10753,2313,18030,20343,457819,88825,7400,338590,434815,7062,12,5016,12090,2074,21653,23727,470632
SWS,S. Walter Stewart,DL,"127,814","8,450","236,236","372,500","6,875",155,"2,865","9,895",953,"6,432","7,385","389,780","121,466","7,783","250,518","379,746","7,847",142,"2,804","10,814",803,"7,781","8,584","399,144",116172,7813,261125,385110,9029,181,2650,11860,703,10146,10849,407819,106883,7577,269470,383930,7424,126,3283,10833,977,10743,11720,406483,116725,7665,266018,390408,8041,158,3100,11299,1219,12636,13855,415562,113479,7941,278117,399512,6928,89,3133,10175,1249,14425,15674,425361,120983,8552,293395,422930,8284,114,3183,11581,1854,16756,18610,453121,125878,9156,290726,425760,8909,53,3275,12237,2535,19032,21567,459564
SA,Sanderson,NL,"45,004","7,777","102,013","154,794","1,343",13,511,"1,867","2,038","12,407","14,445","171,106","45,626","6,420","103,714","155,760","1,209",7,501,"1,717","2,417","18,522","20,939","178,416",51297,6318,106966,164581,1416,48,884,2348,2895,23598,26493,193422,53490,6822,115910,175913,1448,33,647,2128,2983,31447,34739,212780,59831,7786,123122,190739,1706,34,547,2287,3034,39340,42374,235400,65096,9434,139438,213968,1864,17,525,2406,5086,43113,48199,264573,71757,9807,154045,235609,1726,11,756,2493,5944,48154,54098,292200,75368,11658,156273,243299,1691,22,613,2326,7031,58897,65928,311553
SC,Scarborough Civic Centre,NL,"65,182","5,682","90,114","160,978",846,3,192,"1,041","1,924","8,129","10,053","172,072","65,652","5,730","88,625","160,007",947,4,190,"1,141","1,685","9,889","11,574","172,722",69358,5443,91416,166217,1212,3,212,1427,1715,9955,11670,179314,67843,5240,93261,166344,480,0,185,665,1714,10467,12181,179190,51651,4727,78797,135175,65,0,85,150,1080,12784,13864,149189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP,Spadina Road,NL,"39,948","3,000","126,481","169,429",939,8,901,"1,848",335,"1,268","1,603","172,880","37,234","2,594","129,170","168,998",982,8,"1,167","2,157",326,"2,028","2,354","173,509",38947,2332,130498,171792,757,1,1026,1769,455,2012,2467,176028,42617,2432,139069,184118,448,4,1200,1652,256,1758,2014,187784,36272,2735,138221,177228,380,12,967,1359,325,1939,2264,180851,32105,2329,123057,157491,445,4,788,1237,251,2115,2366,161094,35512,2372,136508,174392,296,3,708,1007,508,2589,3097,178496,35231,2935,153133,191299,298,6,993,1297,464,3059,3523,196119
SI,St. Clair Silverthorn,NL,"5,625",490,"7,194","13,309",388,,18,406,17,315,332,"14,047","2,163",81,"1,737","3,981",112,1,13,126,26,106,132,"4,239",19209,1122,28336,48781,427,2,201,516,64,1222,1286,50583,23017,1142,31450,55609,271,0,62,333,47,1541,1588,57530,20737,1574,34157,56468,147,0,67,214,28,1850,1878,58560,21562,2338,32602,56502,83,2,67,152,34,2031,2065,58719,20899,2519,36067,59485,80,4,139,223,64,1630,1694,61402,21429,2922,39249,63600,100,0,154,254,68,1543,1611,65465
SJ,St. James Town,NL,"41,556","3,881","188,365","233,802","1,122",13,"1,754","2,889",872,"11,083","11,955","248,646","36,804","2,988","167,315","207,107","1,030",17,"1,880","2,927","1,004","10,926","11,930","221,964",39251,3538,163426,206221,1408,47,1611,3060,1322,12648,13970,223251,48033,4127,180852,233012,1685,135,1580,3400,1524,15643,17167,253579,51406,4392,177495,233293,1580,7,1429,3016,1751,20632,22383,258692,57919,5716,186299,249934,1553,9,2027,3589,2225,26005,28230,281753,59271,6670,199028,264969,1537,14,1788,3339,1932,26928,28860,297168,62988,8647,190582,262217,1792,10,1799,3601,2515,32698,35213,301031
SL,St. Lawrence,NL,"34,337","3,078","178,271","215,686",946,6,"1,400","2,352",225,"2,256","2,481","220,519","31,471","4,062","176,382","211,915",847,30,"1,370","2,247",183,"2,030","2,213","216,375",34382,3138,173382,210812,900,30,1304,2324,258,2021,2279,215415,34264,2999,178813,216076,1348,15,1212,2575,220,2607,2827,221478,29737,2192,155218,187147,1219,24,1006,2249,332,2466,2798,192194,33256,3141,177276,213673,1291,11,1234,2536,263,2609,2872,219081,34208,3727,175441,213376,854,8,1147,2009,272,3583,3855,219240,32362,3269,158549,194180,846,2,1145,1993,291,4134,4425,200598
ST,Steeles,NL,"80,285","5,802","70,011","156,098",576,4,392,972,"6,327","35,471","41,798","198,868","42,000","3,289","44,697","89,986",534,1,296,831,"2,867","20,424","23,291","114,108",85844,6104,93041,184944,595,4,542,1186,4252,48238,52490,238620,87640,8229,98648,194517,412,7,645,1064,7055,54290,61345,256926,88359,9117,94352,191828,391,4,272,667,6777,68061,74838,267333,69574,6885,79605,156064,381,8,223,612,7104,61350,68454,225130,92726,10470,117998,221194,371,21,472,864,9462,91624,101086,323144,89679,12680,119535,221894,528,28,379,935,10858,104334,115192,338021
SW,Swansea Memorial,NL,"17,211",420,"22,920","40,551",208,5,178,391,50,288,338,"41,280","16,314",435,"22,637","39,407",146,23,111,259,102,334,436,"40,102",21541,927,44198,66666,311,1,467,779,48,648,696,68141,15904,689,25906,42499,108,0,44,152,48,383,431,43082,16070,826,29080,45976,58,0,41,99,183,426,609,46684,15642,614,27895,44176,96,27,33,131,164,424,588,44895,14019,682,29196,43897,133,0,19,152,53,299,352,44401,13858,703,30130,44691,176,4,41,221,52,404,456,45368
TA,Taylor Memorial,NL,"30,126","1,910","69,353","101,389",608,6,350,964,119,574,693,"103,046","31,891","1,546","70,213","103,650",406,1,325,732,33,493,526,"104,908",29600,1603,62391,93594,285,2,287,574,56,507,563,94731,32379,1420,80692,114491,213,2,329,544,29,850,879,115914,36699,1517,87752,125968,143,0,222,365,71,787,858,127191,35749,1919,94261,131929,342,0,208,550,76,736,812,133291,35083,1513,99235,135831,529,6,250,785,89,662,751,137367,30704,1657,97300,129661,332,0,244,576,25,709,734,130971
TH,Thorncliffe,NL,"65,339","6,931","58,775","131,045",784,3,164,951,443,"5,841","6,284","138,280","72,821","5,757","65,268","143,846",909,10,213,"1,132",350,"6,734","7,084","152,062",83409,6111,68349,157869,1329,17,357,1703,835,7768,8603,168175,86968,6848,73877,167693,378,8,364,750,869,9203,10072,178515,94609,7407,78596,180612,278,8,222,508,980,10745,11725,192845,100835,8420,81945,191200,277,34,324,635,956,12054,13010,204845,111392,10119,94546,216057,264,5,243,512,1119,13568,14687,231256,110807,11977,91126,213910,256,14,191,461,1020,16508,17528,231899
TOD,Todmorden Room,NL,"17,257","1,007","36,662","54,926",118,,341,459,102,390,492,"55,877","14,089",827,"31,918","46,834",168,5,215,388,116,401,517,"47,739",17030,804,32923,50757,244,15,140,399,116,680,796,51952,16671,850,34582,52107,151,21,282,450,116,581,697,53254,17334,1113,40185,58632,142,3,223,368,187,600,787,59787,17288,1127,36797,55212,102,3,120,225,121,603,724,56161,20542,1188,35187,56917,174,3,181,358,66,444,510,57785,21293,1103,31902,54298,171,0,167,338,80,675,755,55391
VV,Victoria Village,NL,"31,004","2,110","49,240","82,354",998,10,374,"1,382",303,"3,144","3,447","87,183","32,965","2,229","47,940","83,134","1,276",2,385,"1,663",156,"2,597","2,753","87,550",34852,2468,57356,94676,1284,4,180,1468,187,3095,3282,99426,36461,2542,64658,103661,690,2,205,897,304,2949,3253,107811,38365,1951,60622,100938,735,4,305,1044,392,3640,4032,106014,37588,2521,59835,99944,878,12,235,1125,320,3555,3875,104944,44182,3333,64252,111767,839,4,199,1042,443,3822,4265,117074,40309,3719,67653,111681,1073,5,239,1317,412,4535,4947,117945
WE,Weston,NL,"31,467","2,017","73,190","106,674",370,47,323,740,326,"1,221","1,547","108,961","31,317","2,051","79,470","112,838",497,17,304,818,267,"2,236","2,503","116,159",33963,1985,88656,124604,402,2,486,890,156,2793,2949,128443,34593,2422,93158,130173,486,3,479,968,268,3631,3899,135040,34790,2837,92312,129939,601,10,415,1026,202,4393,4595,135560,40330,4319,87635,132284,269,26,410,705,300,3846,4146,137135,43939,4996,94834,143769,176,19,279,474,287,4097,4384,148627,53870,6195,118439,178504,278,4,418,700,257,6039,6296,185500
WS,Woodside Square,NL,"107,286","9,498","113,097","229,881","3,222",21,563,"3,806","4,454","52,732","57,186","290,873","105,485","10,595","123,074","239,154","2,980",4,657,"3,641","5,010","64,792","69,802","312,597",116104,11271,128722,256097,3279,4,542,3825,8565,72003,80568,340490,128277,14210,148333,290820,3878,12,612,4502,9443,82856,92299,387621,143335,16764,153066,313165,3404,49,628,4081,7683,87849,95532,412778,148564,20791,167523,336878,4170,20,441,4631,9634,106743,116377,457886,168412,24670,191989,385071,4251,12,622,4885,12736,118037,130773,520729,162874,27098,195850,385822,4733,15,490,5238,13791,137490,151281,542341
WP,Woodview Park,NL,"24,496","1,891","29,751","56,138",27,1,72,100,34,"4,669","4,703","60,941","27,746","2,196","35,474","65,416",32,,89,121,68,"5,925","5,993","71,530",24274,2090,34305,60669,58,3,93,154,137,6978,7115,67938,25906,2517,34916,63339,76,0,71,147,149,6249,6398,69884,30916,2391,36770,70077,55,2,68,125,255,6824,7079,77281,30526,3251,37834,71611,49,0,145,194,316,7638,7954,79759,35662,4380,40297,80339,53,5,79,137,254,6794,7048,87524,33865,5829,43451,83145,44,12,31,87,224,6855,7079,90311
WY,Wychwood,NL,"3,679",327,"9,611","13,617",179,1,72,252,79,242,321,"14,190","28,283","1,791","81,783","111,857","1,009",12,928,"1,949",281,"1,193","1,474","115,280",59090,3563,163618,226271,2185,6,1595,3786,414,2504,2918,232975,60957,3825,171338,236120,2073,15,1629,3717,506,2656,3162,242999,55714,3777,169714,229205,1848,7,1493,3348,291,3127,3418,235971,47526,3312,152218,203056,1362,14,1228,2604,267,2385,2652,208312,54251,3288,175824,233363,1325,18,1352,2695,296,2893,3189,239247,54922,3427,179123,237472,1285,11,1487,2783,346,3138,3484,243739
YW,York Woods,DL,"44,115","4,938","76,682","125,735",576,11,505,"1,092",590,"7,527","8,117","134,944","57,651","7,653","101,175","166,479","1,485",27,753,"2,265","1,385","10,873","12,258","181,002",62459,7961,109692,180112,2380,31,1073,3484,923,15246,16169,199765,67561,8257,123498,199316,2596,55,1242,3893,1661,17523,19184,222393,75701,10468,132314,218483,2211,44,877,3132,1978,22747,24725,246340,95881,14141,146077,256099,3222,37,1165,4424,1742,27966,29708,290231,91965,16648,158708,267321,2388,135,1255,3778,2598,33250,35848,306947,103697,15923,165507,285127,3306,201,1649,5156,2785,45089,47874,338157
YO,Yorkville,NL,"48,730","2,644","190,417","241,791","2,789",37,"4,129","6,955",609,"2,453","3,062","251,808","46,977","2,834","194,767","244,578","3,068",69,"4,826","7,963",861,"2,591","3,452","255,993",53061,2664,217867,273592,3577,60,5478,9115,898,3119,4017,286724,49800,3444,236098,289342,3255,102,5180,8537,811,3409,4220,302099,51022,3206,253713,307941,2822,95,5395,8312,555,2763,3318,319571,47278,3821,260842,311941,3038,117,5701,8856,483,3148,3631,324428,46023,4118,262826,312967,2778,126,5498,8402,547,3383,3930,325299,46994,4481,262948,314423,3450,78,5713,9241,397,3088,3485,327149
TRL,Toronto Reference Library,RR,"24,416","4,680","325,578","354,674","1,230",37,"3,531","4,798",995,"15,363","16,358","375,830","24,872","3,743","338,286","366,901",805,42,"5,469","6,316","1,509","19,342","20,851","394,068",23067,4181,350296,377544,867,33,5382,6282,794,20317,21111,404937,23806,4398,364421,392621,1146,17,6260,7427,688,20123,20811,420859,20738,3283,364333,388354,944,45,4837,5826,471,18292,18763,412943,18420,2993,341542,362955,695,50,4373,5118,412,18043,18455,386528,18761,1962,327920,348643,448,25,3405,3878,602,19687,20289,372810,17520,2762,306914,327196,580,10,4389,4979,774,22418,23192,355367
MC,Merril Collection,RR,,1,1,2,,,,,,,,2,,,5,5,,,,,,,,5,0,0,14,14,0,0,0,0,0,0,0,14,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,0,0,19,19,0,0,4,4,0,0,0,23
OC,Osborne Collection,RR,40,12,66,153,,,35,,,,,153,6,,59,65,,,,,,3,3,68,5,0,23,28,0,0,0,0,0,1,1,29,0,0,12,12,0,0,0,0,0,0,0,12,1,5,37,43,0,0,0,0,0,0,0,43,2,0,14,16,0,0,0,0,0,0,0,16,4,0,6,10,0,0,0,0,0,0,0,10,1,0,1,2,0,0,0,0,0,0,0,2
IL,Interloan,RR,219,88,"3,384","3,691",15,,25,40,11,145,156,"3,887",189,129,"4,290","4,608",11,4,52,67,21,206,227,"4,902",174,108,3616,3903,14,0,53,62,129,192,321,4286,140,74,4230,4444,6,1,67,74,60,327,387,4905,216,71,4087,4374,9,0,57,66,66,281,347,4787,124,52,3599,3775,5,2,46,53,21,364,385,4213,217,49,3502,3768,11,2,38,51,25,369,394,4213,155,83,4387,4625,2,1,35,38,40,373,413,5076
AL,Answerline,RR,"13,814",559,"28,673","43,046",582,6,326,914,202,"4,057","4,259","48,219","12,800",763,"29,895","43,458",411,6,285,702,225,"3,938","4,163","48,323",10781,523,27407,38711,473,7,300,780,176,3259,3435,42926,10987,656,28926,40569,319,8,241,568,179,3710,3889,45026,10922,586,31016,42524,442,20,202,664,211,3998,4209,47397,13605,595,33586,47786,484,6,325,815,359,5329,5688,54289,15183,656,34055,49894,404,11,347,762,260,5580,5840,56496,14470,718,31621,46809,451,2,244,697,370,6709,7079,54585
NYCL,North York Central Library,RR,"301,880","30,641","573,142","905,663","11,738",210,"6,537","18,485","12,036","58,964","71,000","995,148","229,311","24,278","453,861","707,450","8,685",122,"4,235","13,042","7,563","36,826","44,389","764,881",154467,14468,394321,563256,4990,50,2720,7760,2683,24197,26880,597896,343565,38099,818956,1200620,14664,238,8691,23593,10157,87948,98105,1322318,401018,45392,970020,1416430,18050,245,10220,28515,14190,112344,126534,1571479,381089,44417,1008306,1433812,16465,238,10646,27349,15842,135693,151535,1612696,399068,57296,1078246,1534610,16052,288,10666,27006,17793,156534,174327,1735943,373229,52295,1059637,1485161,17074,228,11792,29094,20512,168579,189091,1703346
BO,Bookmobile One,CWS,"12,324","1,049","20,346","33,719",27,,129,156,112,627,739,"34,614","12,774","1,398","19,339","33,511",26,1,163,190,141,690,831,"34,532",13888,1939,21481,37308,218,0,134,352,67,1013,1080,38740,14466,1304,28749,44519,66,0,84,150,97,706,803,45472,18549,1884,29366,49799,178,4,131,313,245,920,1165,51277,23533,3189,32934,59656,119,2,88,209,265,1201,1466,61331,22294,2276,34818,59388,229,17,81,327,43,868,911,60626,23596,2881,39918,66395,179,0,99,278,287,905,1192,67865
BT,Bookmobile Two,CWS,"9,248",916,"10,850","21,014",3,,26,29,10,746,756,"21,799","10,834","1,118","13,205","25,157",15,,5,20,32,672,704,"25,881",11723,1684,12364,25771,4,0,53,57,8,585,593,26421,12770,1170,14507,28447,44,0,25,69,14,829,843,29359,14923,1652,15655,32230,42,1,25,68,38,1363,1401,33699,19086,2404,18999,40489,55,3,20,78,245,1577,1822,42389,29410,4216,34853,68479,70,6,48,124,370,2578,2948,71551,29393,5260,33409,68062,172,4,104,280,192,2355,2547,70889
HLS,Home Library Service,CWS,"2,276",552,"283,291","286,119",32,,853,885,33,"5,360","5,393","292,397","3,282",533,"326,867","330,682",13,,670,683,63,"6,373","6,436","337,801",3463,602,356901,360966,39,0,643,682,23,6586,6609,368257,5012,837,398017,403866,55,0,1148,1203,52,8065,8117,413186,3834,746,388151,392731,15,0,1257,1272,13,6049,6062,400065,4410,849,373558,378817,14,0,967,981,14,5415,5429,385227,4446,832,399747,405025,4,1,1255,1260,61,5091,5152,411437,5715,677,372044,378436,53,3,812,868,26,5114,5140,384444
ALD,Adult Literacy Department,CWS,148,4,"1,217","1,369",,,,,,,,"1,369",55,6,"1,722","1,783",,,,,,,,"1,783",26,0,1375,1401,0,0,0,0,0,0,0,1401,77,2,2093,2172,2,0,0,2,1,0,1,2175,42,4,3260,3306,19,0,0,19,0,0,0,3325,68,11,3116,3195,0,0,0,0,0,0,0,3195,58,19,2276,2353,0,0,0,0,0,0,0,2353,45,5,2120,2170,0,0,0,0,0,0,0,2170
SH,Sunnybrook Hospital,CWS,"2,926",258,"28,405","31,589",5,,174,179,,428,428,"32,196","2,356",287,"32,700","35,343",17,1,204,222,3,314,317,"35,882",1942,237,35210,37389,2,4,169,175,1,737,738,38302,2428,358,36315,39101,8,0,96,104,7,521,528,39733,2678,579,40108,43365,23,1,160,184,4,752,756,44305,2582,756,38553,41891,17,0,88,105,7,556,563,42559,3294,520,38954,42768,22,0,75,97,15,469,484,43349,2860,425,42515,45800,27,0,67,94,20,1010,1030,46924
APS,Automated Phone System,RS,"57,056","3,353","149,486","209,895","1,928",14,"1,293","3,235",846,"23,227","24,073","237,203","75,816","3,926","183,923","263,665","2,866",25,"1,391","4,282","1,029","30,005","31,034","298,981",82489,3851,201000,287340,3196,16,1319,4531,1170,35409,36579,328450,103950,5117,244105,353172,3828,32,1819,5679,1940,41242,43182,402033,117592,5788,260072,383452,3962,28,2112,6102,1824,46767,48591,438145,129321,7077,272799,409197,3900,44,2292,6236,2322,53189,55511,470944,145015,8726,299163,452904,4092,64,2349,6505,3079,57990,61069,520478,163472,9864,314649,487985,4853,54,2746,7653,4114,71138,75252,570890
ET,eTitles,RS,,,"8,075,177","8,075,177",,,,,,,,"8,075,177",,,"7,001,209","7,001,209",,,,,,,,"7,001,209",0,0,5639413,5639413,0,0,0,0,0,0,0,5639413,0,0,5024490,5024490,0,0,0,0,0,0,0,5024490,0,0,4395657,4395657,0,0,0,0,0,0,0,4395657,0,0,3488252,3488252,0,0,0,0,0,0,0,3488252,0,0,2105515,2105515,0,0,0,0,0,0,0,2105515,0,0,1073340,1073340,0,0,0,0,0,0,0,1073340
DS,Departmental Staff,OT,"2,034",330,"10,492","12,856",345,1,99,445,111,614,725,"14,026","1,834","1,515","8,549","11,898",458,3,91,552,95,403,498,"12,948",1155,253,6100,7509,409,1,63,472,46,264,310,8291,1248,275,5414,6937,176,12,54,242,13,260,273,7452,1143,139,5097,6379,143,8,92,243,7,305,312,6934,925,75,4251,5251,12,0,48,60,33,566,599,5910,628,545,3604,4777,181,3,415,599,18,674,692,6068,2486,122,6515,9123,160,14,139,313,145,645,790,10226
