Programs by Age Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LE,Leaside,NL,90,"2,875",86,"2,264",22,278,1,8,97,"1,014",39,1611,173,"4,563",53,997,12,142,1,3,93,825,29,"1,425",185,5839,7,93,144,"1,424",63,1274,27,1303,180,6195,82,1897,8,70,141,1570,37,1395,133,5092,33,624,15,179,82,1189,29,1300,138,3861,25,524,11,89,33,696,31,1416,123,3564,36,689,25,181,56,575,0,0,91,2258,146,4028,30,690,26,225,56,802,5,26,46,1391
LHS,Lillian H. Smith,DL,111,"2,443",114,"2,211",28,563,13,172,168,1650,134,"2,318",67,924,151,3197,20,320,40,412,257,"2,590",222,"3,622",75,972,18,160,201,2265,139,2911,200,3238,93,1783,102,3473,64,680,202,3234,134,2514,109,2430,147,3812,23,382,198,3187,57,1133,99,1822,125,3551,16,245,156,2800,6,146,49,877,118,3404,11,148,116,1718,1,5,72,2327,145,3762,92,2865,35,585,139,2331,0,0,57,1297
LO,Locke,NL,143,"4,556",78,"3,213",2,20,0,0,79,738,6,42,185,"6,296",69,3161,,,10,50,57,618,5,39,184,5916,4,137,101,1241,115,3956,4,32,179,5485,79,3510,22,554,85,902,3,32,188,5533,87,3618,20,421,41,455,2,24,191,5574,76,3199,22,492,38,417,,,168,5199,63,2969,6,250,54,916,0,0,19,455,167,5504,59,2450,1,91,67,1039,0,0,18,451
LB,Long Branch,NL,85,"2,541",96,"2,288",0,0,0,0,68,484,1,7,61,"1,959",70,1759,,,,,76,593,,,49,1411,,,80,548,43,1033,4,34,73,2174,35,1219,,,83,636,,,51,1664,32,1141,1,13,80,710,,,62,2221,63,1655,1,23,86,793,,,45,1636,45,1806,5,31,57,418,0,0,29,369,38,1340,53,2359,0,0,67,672,0,0,24,315
MA,Main Street,NL,190,"4,788",161,"4,034",6,104,3,40,105,950,1,2,154,"4,863",110,2285,3,41,1,2,100,962,4,49,167,"5,467",3,14,86,920,110,2408,3,27,191,5293,94,1743,2,15,11,137,53,410,99,2810,63,1055,2,57,33,406,12,81,106,2496,57,1193,,,49,571,17,122,366,2026,53,1454,5,16,9,73,0,0,66,611,57,1836,54,1395,1,6,2,28,1,2,59,560
MAL,Malvern,DL,259,"5,299",376,"9,289",375,"3,599",14,162,347,4826,54,882,313,"6,752",398,11086,425,"4,489",7,175,360,"4,763",65,"1,067",289,"5,802",293,"3,269",385,5642,368,10358,57,978,376,8285,207,6706,169,1697,291,4748,22,380,236,5806,222,7808,135,1884,258,8945,31,583,256,5152,263,6786,150,1994,289,5636,33,449,119,2289,242,7956,120,2107,247,2229,52,172,212,4536,99,1966,181,7108,124,2044,127,1447,19,137,108,3524
MAS,Maria A. Shchuka,DL,109,"3,359",175,"3,544",401,7927,3,24,252,2718,40,680,150,"5,462",239,5077,471,8362,13,108,293,2905,38,496,132,5165,412,8554,189,1564,251,5704,15,116,179,6231,331,7359,145,2755,185,1912,35,319,164,5175,283,6302,93,1420,147,1612,13,110,203,6025,312,7429,118,1806,154,1341,15,180,147,5389,231,7197,45,866,185,2491,10,145,37,583,137,4906,239,7772,25,793,137,1664,18,227,63,905
MRV,Maryvale,NL,71,"1,370",60,"1,332",7,58,1,13,63,658,0,0,71,"1,626",80,1467,11,107,1,10,89,879,2,8,44,753,15,181,88,798,75,1649,4,7,82,1659,41,694,5,105,29,272,3,23,74,1264,62,1353,1,61,10,134,4,53,53,1010,64,1482,1,27,13,129,,,76,1651,54,1604,1,10,11,137,0,0,0,0,78,1592,46,1393,0,0,9,130,0,0,8,64
MCG,McGregor Park,NL,62,1305,96,"2,422",30,408,1,2,16,224,17,113,47,"1,058",134,2830,64,698,3,41,20,262,7,49,32,809,60,781,33,332,186,4414,7,113,50,1071,66,1821,85,969,32,404,11,135,179,4368,80,2986,92,927,31,451,7,74,218,5145,70,2424,58,671,53,904,4,70,186,4013,84,3829,42,660,21,437,6,49,14,160,138,3367,108,3505,29,403,11,173,0,0,10,242
MI,Mimico Centennial,NL,50,870,51,"1,905",13,109,1,45,87,2002,21,261,69,"1,462",61,1966,85,605,1,11,93,934,20,276,112,2978,26,223,143,1424,107,2751,15,93,109,2980,110,2180,7,92,124,925,9,80,114,4821,97,1903,6,162,132,1639,10,108,174,5405,37,1545,8,46,81,1638,17,193,40,1272,43,1347,17,168,24,411,14,161,204,5031,34,1392,31,1412,19,260,20,401,3,36,117,4838
MS,Morningside,NL,60,"1,124",93,"2,437",30,147,3,23,84,799,2,27,67,"1,347",125,2988,8,82,5,15,53,352,2,16,82,1359,19,218,55,430,116,2443,6,18,97,2219,96,2843,4,115,60,550,2,6,53,911,89,2440,7,276,69,536,,,58,1073,83,2086,12,213,69,777,10,60,75,1570,66,1500,10,161,32,281,10,42,32,284,79,1113,54,1145,7,172,20,242,0,0,16,167
MD,Mount Dennis,NL,70,"1,607",96,"2,287",11,398,1,4,57,346,4,14,58,1266,124,2974,16,305,1,25,52,322,,,59,1397,18,253,84,594,125,2731,3,37,75,1450,152,3981,20,260,42,340,3,38,71,1217,138,3516,7,50,64,451,4,44,115,1777,152,3996,10,214,96,819,3,44,72,1566,132,4022,8,270,32,41,5,46,59,766,0,0,0,0,0,0,0,0,0,0,0,0
MP,Mount Pleasant,NL,75,2847,72,"1,404",4,36,1,10,91,1462,3,46,87,"4,247",57,1109,,,1,3,87,1329,,,76,3182,,,70,917,26,686,1,12,61,2448,18,715,4,150,53,761,3,27,50,1170,7,170,4,48,37,496,,,58,2316,8,445,,,21,177,,,61,2513,22,807,1,18,25,193,0,0,0,0,66,1806,14,389,17,129,31,465,21,57,0,0
NT,New Toronto,NL,26,"1,143",88,"2,079",0,0,1,20,34,300,14,145,11,202,68,1441,,,,,15,152,45,548,18,487,,,52,704,87,2050,47,570,43,1242,59,1668,,,50,658,28,404,71,1973,49,1187,,,62,855,12,178,37,1232,36,1202,,,3,51,11,164,28,773,33,906,0,0,11,163,1,29,56,833,32,1284,32,1166,0,0,11,143,1,24,44,617
ND,Northern District,DL,98,4188,122,3418,42,540,17,131,175,2166,208,3621,137,7673,162,4831,30,152,36,436,159,1967,150,2732,150,7045,17,425,190,2642,148,4025,69,1331,125,4476,112,3041,31,389,142,1813,101,2464,157,4213,161,3074,31,416,92,2002,41,1155,113,3451,62,2139,64,916,77,1916,27,632,62,3359,43,1654,14,172,37,683,36,928,112,2731,73,4120,50,1553,5,87,17,490,38,1247,108,2643
NE,Northern Elms,NL,74,"1,748",106,"1,269",2,16,0,0,83,290,20,136,46,646,97,1292,3,16,,,62,343,34,211,7,85,1,10,75,387,43,388,24,172,50,737,29,551,,,74,397,11,66,53,1089,52,588,,,69,564,9,34,18,123,37,329,,,56,549,18,90,26,338,35,488,5,20,76,628,13,82,3,9,21,393,18,469,10,135,52,488,5,29,0,0
OV,Oakwood Village Library and Arts Centre,NL,125,"4,168",128,"3,697",31,330,1,70,30,389,0,0,206,6390,132,3258,24,285,15,145,11,214,,,193,5529,9,285,37,236,180,3402,1,10,194,4029,215,3964,7,60,63,527,2,4,182,3973,113,1719,43,617,129,1759,1,2,195,4829,166,2768,46,826,46,546,,,131,2902,101,1973,16,286,16,108,1,1,172,4858,115,2158,60,1502,11,162,6,57,1,16,155,2629
PM,Palmerston,NL,121,"2,922",78,"1,430",12,72,0,0,55,535,1,14,79,"2,223",64,1250,7,24,2,16,53,728,2,17,66,1863,22,657,65,1038,62,1983,6,41,100,2791,76,2409,18,459,67,1200,1,2,107,2677,71,1984,13,171,51,773,2,25,78,2053,42,1993,15,230,39,706,3,21,72,1845,27,1212,11,85,31,951,0,0,12,83,135,4187,36,1540,22,223,33,549,2,4,9,97
PA,Pape Danforth,DL,205,"4,636",128,"2,367",41,555,12,66,151,1185,3,55,137,"2,807",90,1646,27,238,9,90,161,"1,348",3,53,213,"5,639",14,167,147,1453,166,3585,1,4,219,6245,169,3487,32,284,161,1409,7,48,215,5501,107,2529,28,233,145,1488,1,1,211,5412,102,2671,19,227,116,1259,11,40,169,5718,117,2757,18,193,25,682,1,2,79,648,135,4729,71,2304,17,195,37,653,1,8,82,725
PK,Parkdale,NL,112,"2,378",63,1006,16,107,3,166,63,1988,15,895,155,"3,998",214,4292,88,777,1,9,161,"5,994",2,57,84,1804,105,"1,036",221,12742,183,4088,,,111,2451,192,4763,116,1284,200,15641,,,133,2667,196,5869,105,1518,192,11537,,,83,1776,210,7381,107,1556,211,3642,18,160,94,2096,146,6279,67,1705,51,736,1,40,334,6113,115,3259,145,5827,64,1465,51,541,2,8,293,5823
PL,Parliament Street,NL,102,"2,081",74,"1,093",91,1394,9,74,57,448,18,231,118,"1,776",145,2178,24,146,1,1,127,"1,035",34,409,157,3028,28,220,138,1576,161,3054,25,287,163,3461,146,2691,58,408,70,678,63,674,168,3462,117,2402,93,1051,119,1140,8,85,129,2945,93,1837,68,912,190,2174,1,7,119,2689,85,2962,24,230,68,656,1,2,186,1717,164,3465,61,1750,8,101,44,485,1,30,130,1220
PE,Perth Dupont,NL,147,"3,202",118,"2,271",0,0,0,0,78,456,1,10,131,"3,078",154,2685,4,64,4,27,93,611,1,10,95,2310,,,61,357,78,1449,,,37,1270,89,2029,,,63,409,,,59,2011,157,3852,,,58,358,,,69,2076,139,3465,,,57,655,2,2,34,1198,112,3393,0,0,47,629,0,0,0,0,31,891,132,4352,0,0,39,482,0,0,0,0
PV,Pleasant View,NL,86,"2,214",73,1420,4,56,0,0,133,2658,4,25,206,4896,208,3242,,,1,8,118,2503,12,39,210,6769,2,36,118,2759,190,4317,15,60,174,3505,160,4132,10,91,66,3204,5,22,41,1083,32,787,4,176,153,2517,1,69,37,712,35,1196,6,104,78,2722,1,1,69,2024,42,1688,42,527,39,2613,0,0,37,1068,25,556,25,1060,7,152,19,1411,0,0,81,2526
PU,Port Union,NL,116,"3,108",65,"1,682",6,53,1,2,104,1166,10,71,78,"1,869",42,1119,6,27,1,5,109,"1,205",2,54,62,1665,5,63,114,1213,51,1312,,,56,1509,64,1743,9,273,112,1053,1,6,99,2133,37,760,16,550,99,1028,,,98,1935,35,755,,,115,1418,,,39,914,19,397,1,10,106,811,6,145,88,1467,34,736,13,1151,7,105,64,702,0,0,69,1193
QS,Queen Saulter,NL,137,"3,943",50,2011,0,0,3,43,89,936,1,8,221,6633,99,3373,,,3,45,124,"1,270",,,285,7624,1,3,100,936,107,3062,,,298,7647,87,2783,,,69,618,2,22,289,7436,104,2607,,,67,775,,,233,6013,108,2845,,,65,649,24,48,189,4925,89,2908,6,110,66,800,1,9,0,0,140,2835,118,3448,1,21,56,512,1,4,10,478
RX,Rexdale,NL,116,"5,484",85,"2,050",53,532,0,0,15,41,13,129,98,"2,010",23,481,39,449,4,11,5,17,20,195,106,2603,39,366,6,29,18,385,18,201,90,2250,38,507,53,502,5,6,19,262,119,2549,24,622,91,916,,,19,285,110,1939,51,796,110,1094,,,20,320,88,1747,95,1512,44,632,11,88,21,308,0,0,75,1570,65,1108,13,177,14,133,18,297,0,0
RI,Richview,DL,227,"14,175",187,"6,112",134,1335,44,338,266,4178,99,1851,319,"15,517",171,7592,26,356,23,121,123,1614,107,"1,837",168,7184,17,268,116,1353,124,4977,73,1406,302,12400,216,6903,37,587,181,1872,66,1209,202,9205,232,8004,26,365,151,2783,40,717,98,3007,133,5299,31,487,135,1629,55,900,97,3868,66,3037,10,159,96,994,13,263,19,227,128,5826,64,3426,45,631,61,512,15,200,12,386
RD,Riverdale,NL,79,"2,628",119,"2,371",7,136,0,0,209,7021,6,52,51,"1,553",126,2735,9,195,13,679,187,"6,652",13,89,79,1485,21,260,189,7841,93,2475,,,129,3012,99,2089,19,262,149,7130,4,35,113,3621,87,2079,,,148,6526,1,12,110,3388,59,1830,2,98,151,7566,6,40,98,2235,28,957,2,33,88,1747,0,0,154,7038,53,1090,28,467,5,28,99,2732,0,0,154,5729
RN,Runnymede,NL,177,"7,560",112,"3,177",23,319,4,98,312,4957,58,856,144,"5,663",99,2605,26,245,4,91,197,"3,033",43,705,75,"3,223",14,208,53,752,48,1455,25,329,130,5070,49,1626,18,170,86,2181,45,466,109,4204,47,1554,21,295,114,2609,5,55,71,3264,59,1847,14,111,111,2584,26,91,72,2642,46,1714,1,35,106,2495,20,97,3,137,73,3088,69,1366,2,12,90,1899,12,74,7,386
SWS,S. Walter Stewart,DL,203,"7,718",146,"4,479",31,692,0,0,153,1771,18,355,196,"8,154",162,6255,48,"1,368",2,14,201,2517,13,312,199,"9,703",53,"1,340",166,2110,127,4358,3,67,185,7516,86,2938,61,1413,125,1517,1,25,200,8270,96,4730,35,601,106,1504,1,28,188,7296,109,5039,38,651,128,1697,,,147,5174,200,8115,56,755,99,1239,7,156,9,273,148,4846,149,5965,51,624,89,1318,1,15,13,431
SA,Sanderson,NL,110,"2,533",92,"2,268",465,8108,8,87,159,1987,0,0,124,1972,111,2871,415,5185,4,13,152,"1,582",1,8,86,1321,173,3150,85,1445,75,1989,2,39,44,1058,56,2526,136,1830,58,1439,,,42,1070,78,2733,32,1242,67,1513,,,54,1366,81,3284,24,1295,97,2013,,,38,952,68,2958,38,3283,33,301,8,70,33,1065,49,1625,67,3279,26,3460,43,1482,10,47,32,2785
SC,Scarborough Civic Centre,NL,63,"2,021",73,1921,4,45,16,315,103,912,4,34,126,3238,90,1268,8,123,26,205,83,491,2,31,131,3635,4,103,117,1033,79,1448,,,154,3650,87,1747,4,38,160,1264,10,52,70,1932,56,1186,8,128,82,847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,Spadina Road,NL,78,1825,54,1054,4,14,2,20,83,602,1,1,105,3140,59,1424,5,66,7,42,82,626,14,140,132,4096,6,170,86,1053,23,445,7,63,131,3695,42,1320,2,24,40,421,7,44,123,2941,48,863,,,16,338,5,43,94,2042,35,837,1,25,24,564,,,71,1749,34,1035,5,58,25,856,0,0,0,0,73,1797,22,795,7,78,33,809,0,0,0,0
SI,St. Clair Silverthorn,NL,52,924,38,643,0,0,0,0,7,43,0,0,36,553,8,77,,,,,,,,,70,948,,,13,165,45,543,,,59,900,59,756,,,12,149,,,118,1565,50,897,3,77,21,261,1,18,143,2189,32,722,,,36,261,,,42,520,24,572,0,0,21,195,0,0,0,0,40,552,28,589,0,0,10,217,0,0,0,0
SJ,St. James Town,NL,138,"2,127",64,886,1,6,5,46,54,534,6,59,142,2371,83,2102,11,152,1,10,75,704,,,144,2557,12,122,118,1199,137,2906,3,25,120,2602,62,2326,2,27,95,862,4,37,81,1834,35,1153,6,53,181,1260,,,125,2627,75,2168,3,66,225,1262,1,6,23,642,76,1965,1,45,5,41,4,78,111,671,40,1202,47,1692,2,54,9,59,0,0,153,2099
SL,St. Lawrence,NL,127,"2,838",50,"1,237",5,66,7,83,51,763,6,55,69,"1,811",29,364,2,9,,,37,540,9,104,127,2181,,,41,588,63,1101,14,259,125,2209,45,862,8,29,44,614,19,318,101,1904,23,516,21,528,24,458,4,54,107,2355,58,1012,3,67,31,520,6,68,96,2175,40,731,8,83,20,275,4,20,1,11,54,1314,20,397,0,0,6,62,0,0,0,0
ST,Steeles,NL,50,"1,163",72,2099,14,652,1,8,34,665,65,797,43,920,79,1470,6,86,,,14,212,11,144,22,302,8,124,45,762,129,2363,29,260,38,802,86,1599,10,91,42,656,26,245,26,719,71,1455,8,105,20,476,45,258,42,1292,44,1401,12,172,21,423,16,132,44,1378,47,1339,35,392,8,46,0,0,49,821,36,824,53,1638,14,205,11,91,0,0,45,640
SW,Swansea Memorial,NL,53,"1,509",21,405,1,7,1,8,8,70,0,0,34,1450,,,,,,,8,88,1,6,81,2858,,,15,176,4,104,,,51,1338,2,161,,,7,79,,,28,1327,6,137,,,2,35,2,32,18,650,,,,,2,85,,,24,799,2,86,0,0,0,0,0,0,1,55,20,679,7,142,0,0,2,94,0,0,0,0
TA,Taylor Memorial,NL,60,"1,163",76,"1,575",4,18,0,0,38,430,0,0,67,"1,382",84,986,1,10,1,5,32,282,2,38,36,835,1,29,60,529,55,992,,,47,1241,30,644,1,25,29,369,15,201,48,1032,60,938,,,30,415,22,240,68,1571,28,531,1,22,55,726,1,2,21,744,20,539,1,4,46,874,26,76,16,314,24,568,46,1162,5,130,70,939,1,2,6,113
TH,Thorncliffe,NL,73,1707,183,4496,127,2450,0,0,62,738,20,90,61,1189,180,4161,13,146,,,119,1210,19,92,123,1968,39,346,99,1034,188,4905,16,78,112,2135,172,3585,22,155,121,1066,14,37,80,1613,103,4244,28,175,83,874,,,71,1321,102,2434,41,250,133,1260,3,36,98,2473,95,2439,20,172,6,118,0,0,149,1365,66,1463,89,3051,7,51,2,26,1,6,133,1072
TOD,Todmorden Room,NL,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VV,Victoria Village,NL,70,"1,603",101,"2,275",0,0,0,0,13,295,14,259,73,"1,531",68,1781,,,,,10,313,12,201,42,848,,,24,338,106,2359,11,172,55,1420,74,1827,1,50,17,228,12,117,47,1189,64,1555,,,15,186,13,114,65,1081,54,1259,,,28,511,1,18,31,657,44,1385,5,16,5,39,7,134,14,358,52,934,84,2201,9,81,0,0,0,0,40,617
WE,Weston,NL,106,"2,067",82,"1,902",34,232,0,0,121,992,0,0,106,"2,207",98,1986,37,254,4,21,114,820,1,6,79,1682,9,59,122,971,85,1584,2,11,143,3196,96,2239,6,178,131,764,,,131,2830,87,1816,7,124,64,515,1,15,132,2674,70,2050,6,101,63,1234,1,14,85,1884,87,1994,2,36,56,440,1,17,74,1008,138,2889,158,4318,1,24,13,183,0,0,56,644
WS,Woodside Square,NL,311,"10,754",100,"2,779",43,483,1,36,56,1308,2,32,268,"9,763",86,2228,15,211,1,4,57,"1,143",7,205,255,10701,3,57,61,1073,97,2628,3,110,312,13345,117,3280,4,124,79,1491,10,266,218,6188,73,2541,5,104,47,895,13,209,128,3769,114,3884,19,513,51,1029,43,911,96,2834,88,3143,35,508,27,412,7,173,75,1748,51,1542,68,2604,19,220,27,449,5,46,60,1178
WP,Woodview Park,NL,144,3578,207,3080,93,889,1,9,40,792,26,64,109,3806,164,2867,63,837,3,90,10,69,,,160,3728,45,421,12,78,146,2072,,,149,2930,49,863,40,407,,,,,140,3123,51,1068,,,2,30,,,54,1073,58,970,,,,,,,32,636,61,1579,0,0,0,0,0,0,0,0,42,875,59,1327,0,0,0,0,0,0,0,0
WY,Wychwood,NL,12,166,0,0,0,0,0,0,35,495,0,0,118,"3,343",5,189,,,,,,,11,219,221,"6,000",,,16,163,27,504,17,182,206,5918,35,631,1,99,27,408,31,418,251,8413,17,693,10,202,16,181,23,359,181,6209,8,213,7,150,13,177,24,394,150,5749,16,491,0,0,17,328,0,0,85,2868,147,6753,10,323,2,56,12,249,0,0,54,1009
YW,York Woods,DL,78,"2,264",131,3671,269,3864,3,37,109,"1,378",43,259,99,2463,196,5955,463,8362,7,64,243,"2,557",51,356,175,4221,534,11084,342,"3,588",274,8342,49,430,142,4278,250,10210,459,12997,350,2833,74,799,165,4690,251,8032,211,7313,208,2083,57,701,131,4061,266,10236,118,2010,113,2432,60,586,109,2660,139,7047,42,1102,49,441,44,376,121,1549,77,2434,95,6233,81,2296,46,633,0,0,244,7488
YO,Yorkville,NL,217,7674,51,982,6,196,9,47,98,1207,96,1391,159,6515,73,1028,1,70,,,130,1800,76,1067,175,"6,687",,,115,"1,910",59,893,108,1082,137,5465,52,821,1,25,139,1916,81,815,161,3842,93,2521,2,14,159,2015,4,60,57,1222,15,472,21,402,115,1738,1,8,79,1543,30,898,4,278,49,671,0,0,86,959,71,1638,19,415,6,457,32,355,0,0,56,529
TRL,Toronto Reference Library,RR,5,21,27,1228,57,1391,65,1744,1114,40209,47,1593,,,22,625,82,2192,50,1158,1056,40750,44,863,2,17,83,2877,1029,38663,26,675,59,1130,10,140,21,957,93,2538,957,37763,74,1223,1,21,17,604,86,2348,934,41324,67,2137,,,14,613,81,2589,961,37656,86,2641,0,0,23,751,89,2846,738,28964,67,1936,143,3731,0,0,22,498,97,3165,595,26686,68,2546,99,2519
UA,Urban Affairs,RR,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
MC,Merril Collection,RR,0,0,1,15,0,0,7,116,11,338,1,7,,,,,2,67,2,128,11,456,,,,,2,41,23,519,1,26,,,,,,,3,70,38,379,,,,,,,,,23,518,,,,,,,3,63,18,842,,,0,0,2,48,1,12,7,554,0,0,10,689,0,0,1,18,2,24,5,83,1,9,6,347
OC,Osborne Collection,RR,0,0,5,112,0,0,15,244,20,422,0,0,4,250,6,146,6,137,11,136,17,395,2,37,,,1,23,39,767,13,272,,,3,157,7,184,5,67,52,817,2,40,1,49,7,137,5,90,43,851,,,1,14,17,344,7,138,41,1004,,,0,0,0,0,0,0,2,124,0,0,1,200,0,0,4,96,4,60,26,1015,2,20,0,0
IL,Interloan,RR,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
AL,Answerline,RR,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
NYCL,North York Central,RR,258,17415,255,11631,108,2145,10,304,953,21642,81,4212,150,9256,90,4695,406,13257,5,66,284,5840,51,1204,108,3296,598,19107,63,580,25,683,8,42,275,18793,181,7831,506,15120,595,23826,85,4255,271,20600,179,7804,458,12758,716,34653,91,4407,291,20781,200,8090,550,17706,833,40187,45,923,276,20393,92,5571,830,26059,373,9252,81,4496,373,25843,268,18273,118,6061,843,22033,297,7742,83,4284,400,22932
BO,Bookmobile,CWS,1,20,0,0,0,0,0,0,0,0,0,0,4,35,14,228,4,13,,,2,8,,,2,20,,,3,52,2,37,,,,,,,1,31,,,,,,,12,243,,,,,,,,,47,872,,,,,,,0,0,25,680,0,0,0,0,0,0,5,474,0,0,0,0,5,235,0,0,0,0,0,0
HLS,Home Library Service,CWS,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,6,19,,,,,,,16,77,,,1,8,,,,,,,22,142,5,365,,,,,,,30,217,10,759,,,,,,,31,284,9,700,0,0,0,0,0,0,30,281,0,0,14,1120,0,0,0,0,0,0,27,235,0,0,6,455
ALD,Adult Literacy Department,CWS,0,0,0,0,0,0,0,0,353,6261,0,0,,,,,,,2,6,345,6718,,,,,,,282,6069,,,,,,,,,,,242,6807,,,,,,,,,214,7020,,,,,,,1,9,257,7512,1,24,0,0,0,0,0,0,186,6781,0,0,7,27,0,0,0,0,0,0,179,6619,0,0,1,217
SH,Sunnybrook Hospital,CWS,81,"1,390",0,0,0,0,0,0,0,0,0,0,73,"1,151",,,,,,,,,,,78,1277,,,,,,,,,68,990,,,1,8,,,,,78,1178,,,,,,,,,82,1132,,,,,,,,,91,1282,0,0,0,0,0,0,0,0,0,0,74,965,0,0,0,0,0,0,0,0,0,0
DS,Departmental Staff,OT,0,0,8,224,443,13760,4,61,3,136,0,0,,,1,400,293,8883,2,141,1,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,136,12,652,,,3,67,,,43,763,0,0,0,0,4,189,0,0,0,0,22,446,0,0,0,0,20,388,0,0,0,0
,Grand Total,,11514,344973,10578,252648,6934,124134,526,6682,12874,213387,2510,44309,12314,362784,11109,270817,7250,134733,544,6818,12583,200759,2733,41298,11825,342356,5458,109125,12232,211986,10823,264460,2152,30804,12579,361769,10084,260864,4171,77097,11645,226404,2295,35890,11940,337693,9176,252223,3382,62760,10934,243645,1648,29096,10479,288160,8339,251650,3132,58850,10461,228694,1390,22732,8082,225787,7051,228604,2684,61447,5975,110325,931,16465,6198,165493,7564,219591,6342,216086,2780,58213,5133,100709,661,14941,5595,159994
